댓글,시간,년,월,일,시,d
배고파서 피드검색하고 들어 왔다가 일상 소통하고 싶어서 선팔하고 갑니당~! 넘 맛있어보여요 ㅠㅠ 대리식사 하고 가요 ㅋㅋㅋㅋㅋ 맞팔해주실거죠오?,2018-12-30T22:57:19.000Z,2018,12,30,22,1
저도 항상 비비고. 비비고 떡갈비? 인가? 이것도 맛남!,2018-12-30T22:57:19.000Z,2018,12,30,22,1
비비고 다 맛있음 ㅋㅋ,2018-12-30T22:57:19.000Z,2018,12,30,22,1
피드 잘보고 갑니다~^^제 인스타도 구경오세요:-),2018-12-30T22:57:19.000Z,2018,12,30,22,1
만두를 이래 잘튀기나...볶음밥 비쥬얼은 닭갈비집인데?,2019-05-18T15:39:24.000Z,2019,05,18,15,0
얼마나뺏길래 못알아보나요 ㅋㅋㅋ,2019-05-18T15:39:24.000Z,2019,05,18,15,0
잘보고갑니다~ 시간되시면 자주 인사나눠요~^-^,2019-05-18T15:39:24.000Z,2019,05,18,15,0
와.군만두 잘굽농👍,2019-05-18T15:39:24.000Z,2019,05,18,15,0
흐미 먹을거 보이는데 우찌ㅜㅜ,2019-05-18T15:39:24.000Z,2019,05,18,15,0
볶음밥 이야!! 맛나보인당👍🏽,2019-05-18T15:39:24.000Z,2019,05,18,15,0
나 만나면 내가 알아봐줄께🤗,2019-05-18T15:39:24.000Z,2019,05,18,15,0
소통해요 우리~~ ^^ 사진잘보고가요😄,2019-02-20T14:57:54.000Z,2019,02,20,14,0
안녕하세요^^🙏,2019-02-20T14:57:54.000Z,2019,02,20,14,0
예뻐요..^^,2019-02-20T14:57:54.000Z,2019,02,20,14,0
잘 보고 갑니다👏,2019-02-20T14:57:54.000Z,2019,02,20,14,0
사장님도 옷으로 다이어트 합니다 🤣  55 ~ 77사이즈 !! 믿고사는 온도25 ღ👌,2019-02-20T14:57:54.000Z,2019,02,20,14,0
사진이뻐요😘,2019-02-20T14:57:54.000Z,2019,02,20,14,0
분위기가 너무 좋네요.,2019-02-20T14:57:54.000Z,2019,02,20,14,0
"피드가 넘 예쁘네요 구경하고 선팔하고 가요~ 건강, 뷰티, 다이어트, 레시피, 관심 있으시다면 헬스베버리지 맞팔하셔서 다양한 이벤트 정보 받아보세요 ^^",2019-02-20T14:57:54.000Z,2019,02,20,14,0
사진 잘 보고 갑니다~,2019-02-20T14:57:54.000Z,2019,02,20,14,0
반갑습니다. 사진 좋아요^^✨,2019-02-20T14:57:54.000Z,2019,02,20,14,0
사진 잘 보고 갑니다!!! 😄,2019-02-20T14:57:54.000Z,2019,02,20,14,0
잘 보고 갈게요 🙂,2019-02-20T14:57:54.000Z,2019,02,20,14,0
안녕하세요 ^_^ 😀  인스타 사진 잘보고 가요 늘 좋은일만 가득하길 바래요♡,2019-02-17T11:28:04.000Z,2019,02,17,11,0
안녕세용 ~♡ 👯‍ 늘 좋은일만 가득하길 바래요~♡ 😀,2019-02-17T11:28:04.000Z,2019,02,17,11,0
사진이 너무 예뻐요! 소통해요!,2019-03-12T08:22:39.000Z,2019,03,12,08,0
사진이 너무 이뻐서 좋아요 맞팔하고 갈게요,2019-03-12T08:22:39.000Z,2019,03,12,08,0
역시 보보 여전히 도도하네요 ㅋㅋㅋㅋ,2019-03-02T13:30:20.000Z,2019,03,02,13,0
안녕하세요😍 소통해요😊,2019-03-02T13:30:20.000Z,2019,03,02,13,0
"보보 기여오요 ㅠㅠㅠㅠㅠㅠ 저희 뽀시래기 5개월 진입인데 3키로 ,.. 감당안되여 ㅋㅋㅋㅋㅋ",2019-03-02T13:30:20.000Z,2019,03,02,13,0
보보 여전히 기엽구나😚💕,2019-03-02T13:30:20.000Z,2019,03,02,13,0
◡̈ 잘지내고 있죵 ㅋ 바뿌다는 핑계로 한번 가보지도 못하궁 ㅠ 삼산 나가믄 들릴께용 ෆ ෆ ๓,2019-03-02T13:30:20.000Z,2019,03,02,13,0
보보한테화내지말구~니꺼부터챙겨드세요~~🙌,2019-03-02T13:30:20.000Z,2019,03,02,13,0
먹기위해 사는거지 ㅋㅋㅋ🤣,2019-04-10T00:58:27.000Z,2019,04,10,00,1
ㅋㅋㅋㅋ 아흐~ 오늘부터 다시 시작??👍👍,2019-04-10T00:58:27.000Z,2019,04,10,00,1
지땡은 울고 싶은데 이 글을 읽는 나는 왜이리 웃음이 나는건지ㅋ먹고 싶을 땐 먹어~ 무신 다이어트야ㅋ세상에 맛난게 을메나 많은데~,2019-04-10T00:58:27.000Z,2019,04,10,00,1
이쁘네요 :) 맞팔해요~ 😺,2019-04-10T00:58:27.000Z,2019,04,10,00,1
선팔했어요맞팔부탁드려요^^,2019-02-05T14:32:53.000Z,2019,02,05,14,0
먹으러가야겠구먼유,2019-05-22T11:59:24.000Z,2019,05,22,11,0
😄😆😊,2019-05-22T11:59:24.000Z,2019,05,22,11,0
#저녁 #저녁밥상 #냉면 #물냉면 #유부초밥 #만두 #비비고만두,2019-06-14T12:04:56.000Z,2019,06,14,12,0
나랑살자,2019-06-14T12:04:56.000Z,2019,06,14,12,0
맛있겠네요,2019-03-11T10:29:17.000Z,2019,03,11,10,0
아ㅜ배고파요ㅋㅋ다욧중인디눈으로열씸히보고갑니다ㅎㅎ,2019-03-11T10:29:17.000Z,2019,03,11,10,0
팔로우 추가 완료~~ 시간날 때 다녀갈게요~,2019-03-11T10:29:17.000Z,2019,03,11,10,0
엄마음식이 최고졍~  전요즘 불량아주미입니다👍,2019-03-11T10:29:17.000Z,2019,03,11,10,0
나도 밥은 안먹었는데ㅋㅋ,2019-01-29T02:57:47.000Z,2019,01,29,02,1
만두 킈다요! 꼬기만두? 😍😍😍,2019-01-29T02:57:47.000Z,2019,01,29,02,1
애미야 내아들을 이걸 준게냐?,2019-01-29T02:57:47.000Z,2019,01,29,02,1
대박~,2019-03-10T06:26:10.000Z,2019,03,10,06,0
열심히 잘다니는 구낭😁,2019-03-10T06:26:10.000Z,2019,03,10,06,0
만두는 사랑입니다🥟,2019-03-10T06:26:10.000Z,2019,03,10,06,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ얔ㅋㅋㅋㅋㅋㅋ숟가락에 비친 니네 모습ㅋㅋㅋㅋㅋㅋㅋ둘이 핸드폰으로 사진찍냐ㅋㅋㅋㅋㅋㅋㅋㅋ졸귀네 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019-05-06T04:33:51.000Z,2019,05,06,04,1
"카레에 가라아게,,🙈",2019-05-06T04:33:51.000Z,2019,05,06,04,1
김치보고 에덴김밥인줄 알았음~😁😁,2019-03-22T05:49:04.000Z,2019,03,22,05,0
맛있게도 끓였네! 우린 애들하고만 조촐히... 신랑이 어제부터 아파서리,2019-01-01T17:41:45.000Z,2019,01,01,17,0
예원씨 에너지가 부럽다 ! 난 지난주에 떡 사놓고 오늘 떡국 먹는거 까맣게 잊어버렸느데.. 나이가 드는가벼,2019-01-01T17:41:45.000Z,2019,01,01,17,0
예원아 ^^ 거기서도 떡꾹 끓여먹고 멋져 멋져. 올 한해도 가족 모두 행복한 일 가득하길 바래. 😍😍😍,2019-01-01T17:41:45.000Z,2019,01,01,17,0
테라맛있옹??🧐,2019-04-10T14:51:08.000Z,2019,04,10,14,0
ㅋㅋㅋㅋㅋ 잘시간됐다 애미야 😴,2019-04-10T14:51:08.000Z,2019,04,10,14,0
야식은 사랑이져❤️ 저도 방금 라면먹었어용😂  맛나게 드시고 배불리 주무셔용ㅎㅎ 내일도 화이팅입니다! 소통하구 지내요 선팔할게요~🙌,2019-04-10T14:51:08.000Z,2019,04,10,14,0
만두전골 푸짐하니 너무 맛잇어 보여요😁👍❤️ 맛있게 드시고 불금되세요❤️,2019-05-10T10:50:49.000Z,2019,05,10,10,0
윤기가😇❤️,2019-05-10T10:50:49.000Z,2019,05,10,10,0
푸짐하니 넘 맛나보이네요~~분명 방금 점심먹은것 같은데...❤ㅎㅎ자주놀러올게요,2019-05-10T10:50:49.000Z,2019,05,10,10,0
우와 한입만 ㅋㅋㅋㅋㅋㅋㅋ,2019-05-01T02:17:32.000Z,2019,05,01,02,1
쌤 요리 색깔까지 신경쓰셔서 너무 예뻐요,2019-05-01T02:17:32.000Z,2019,05,01,02,1
저는 마라 중독인것 같아요 ㅋㅋㅋ 틈만나면 생각나요,2019-05-01T02:17:32.000Z,2019,05,01,02,1
진짜 금손 새댁이네요👍👍 저도 마라 좋아하는데 집에서는 해먹을 엄두가 안 나요😅,2019-05-01T02:17:32.000Z,2019,05,01,02,1
좋은 아침 되세요 😄,2019-02-18T23:14:52.000Z,2019,02,18,23,1
님~!친구해용~또 놀러 오겠슴다~자주 소통해요^^,2019-02-18T23:14:52.000Z,2019,02,18,23,1
좋아요 ♥다음에 또 올게요~^^,2019-02-18T23:14:52.000Z,2019,02,18,23,1
만두는 비비고지!👍😋😋,2019-02-18T23:14:52.000Z,2019,02,18,23,1
오늘은 저도 무조건 만두먹어야겠어용👍👍👍,2019-02-18T23:14:52.000Z,2019,02,18,23,1
👍🏻,2019-02-18T23:14:52.000Z,2019,02,18,23,1
비비고는 다 평타이상인거 같아요😘👍 저도 좋아해서 냉동실에 만두가 젤루 많다는🤣🤣,2019-02-18T23:14:52.000Z,2019,02,18,23,1
교자만두 맛있죠😋 만두 밑에있는거 계란후라이에요??,2019-02-18T23:14:52.000Z,2019,02,18,23,1
질리지 않지용~👍,2019-02-18T23:14:52.000Z,2019,02,18,23,1
ㅎㅎ취향저격 👏👍오늘도 화이팅,2019-02-20T00:21:02.000Z,2019,02,20,00,1
푸짐해요😄,2019-02-20T00:21:02.000Z,2019,02,20,00,1
ㅋㅋ의왕사시는,2019-02-20T00:21:02.000Z,2019,02,20,00,1
입 맛.쌍둥이ㅋㅋㅋ,2019-02-20T00:21:02.000Z,2019,02,20,00,1
대박😆😆 만두랑 쉐이킷쉐이킷 넘맛나겠어용,2019-02-20T00:21:02.000Z,2019,02,20,00,1
만두가 땡기네용,2019-02-20T00:21:02.000Z,2019,02,20,00,1
만두를 종루별로😍😍👍👍,2019-02-20T00:21:02.000Z,2019,02,20,00,1
만두밥에 참기름까지유?ㅋㅋㅋㅋ😭 옆애가면 고소한냄새때매 기절할꾸가타용🙌,2019-02-20T00:21:02.000Z,2019,02,20,00,1
겨울이 끝나가고 봄이 다가오는 환절기라 그런지 기온이 널뛰기를 하네요~ 다들 추위조심 하시고 답방부탁드려요 :),2019-02-20T00:21:02.000Z,2019,02,20,00,1
만두밥 해먹어 봐야겠네요ㅋ,2019-02-20T00:21:02.000Z,2019,02,20,00,1
전남 영광의 명품 해원굴비입니다~ 최고만을 엄선합니다 ^^ 자세한 사항은 문의 주시고 미세먼지 조심하셔요 ~^^😸,2019-02-12T06:11:14.000Z,2019,02,12,06,0
으아 소리 때문에 입에 침 고이네요..,2019-01-17T00:41:01.000Z,2019,01,17,00,1
만두 좋아하나보네요~  나도 집에가서 만두나 구워먹어야겠네요 ㅎ,2019-01-17T00:41:01.000Z,2019,01,17,00,1
피드 잘보고가요 제피드도 놀러와줘요!!,2019-04-05T17:25:56.000Z,2019,04,05,17,0
#고추짱아찌 #최고인데 사진에선 하나도 안보여 속상해요😔 승은아! #너무맛있어 👍🏼👍🏼👍🏼,2019-04-05T17:25:56.000Z,2019,04,05,17,0
"Urgent Effective love spell to get lost lover back/stop divorce/save broken marriage/need your husband back/need your wife back, contact Dr OMON on WhatsApp: +2348156857580 or email: dr.omonspellhome@gmail.com  his the best on urgent love spell casting with 100% result guarantee.. He brought my husband back to me in just two days.. So get your love one back today.",2019-04-05T17:25:56.000Z,2019,04,05,17,0
ㅋㅋㅋ 응 봄이잖아~😍😍👍🏻,2019-04-05T17:25:56.000Z,2019,04,05,17,0
ㅎㅎㅎㅎㅎ 담에 또주께😉😉😉,2019-04-05T17:25:56.000Z,2019,04,05,17,0
붙임머리길어지다입니다 좋은하루보내세요^^,2019-02-05T04:10:41.000Z,2019,02,05,04,1
소통해요🙆🏻‍♀️,2019-02-05T04:10:41.000Z,2019,02,05,04,1
#푸드스타그램#맛있다그램#불금#홈메이드#취향저격#몸살#수면부족#금손되고싶은여자##음식#야식,2019-03-15T15:51:00.000Z,2019,03,15,15,0
만두소만 먹어도 맛있을꺼 같아요..,2019-03-15T15:51:00.000Z,2019,03,15,15,0
❤️,2019-04-26T04:55:06.000Z,2019,04,26,04,1
인친해도될까요~? 자주구경올게요^^!,2019-04-26T04:55:06.000Z,2019,04,26,04,1
드디어 금요일이네요~ 이번 한 주도 알차게 보내셨나요^^? 다가올 주말이 너무 기다려지는 것 같아요ㅎㅎㅎ소통하며 지내요☺️,2019-04-26T04:55:06.000Z,2019,04,26,04,1
스에상에.. 깻잎들어간 라면은 첨봤어영 도전욕구 뿜뿜드네영ㅎㅎ👍👍,2019-04-26T04:55:06.000Z,2019,04,26,04,1
#식탁일기 #주방일기 #필립스에어프라이어 #에어프라이어 #비비고만두 #philipsairfryer #야식그램,2019-01-12T13:54:02.000Z,2019,01,12,13,0
편하지 ㅋㅋ 에어프라이어로 만두가 맛있더라 ㅋㅋㅋ,2019-01-12T13:54:02.000Z,2019,01,12,13,0
#셀카#셀스타그램#셀피#selfie#사무실#일#퇴근#야근#불금#데일리#일상#하루#소통,2019-02-15T13:24:26.000Z,2019,02,15,13,0
잘보고 갑니당~👍,2019-02-15T13:24:26.000Z,2019,02,15,13,0
오...^^,2019-03-30T03:58:20.000Z,2019,03,30,03,1
진짜 비비고 존맛이야...👍,2019-03-30T03:58:20.000Z,2019,03,30,03,1
단무지 긔엽긔~♡,2019-03-30T03:58:20.000Z,2019,03,30,03,1
냉동식품탑 만두,2019-03-30T03:58:20.000Z,2019,03,30,03,1
배고프다,2019-04-04T14:31:22.000Z,2019,04,04,14,0
아가옷&맘룩 같이 진행하며 판매중이에요~! 이쁜옷 많이 업뎃중이니 구경오시고 육아소통도하구지내요~!🌟,2019-04-04T14:31:22.000Z,2019,04,04,14,0
봉제공장을 직접 운영하는 아동복전문 마미수에노입니다.^^ 상품 사진 많으니구경하시고 문의주세요~!😃,2019-04-04T14:31:22.000Z,2019,04,04,14,0
안녕하세요~ 딸 키우는 엄마에요. 육아 소통하며 지내용~^^,2019-04-04T14:31:22.000Z,2019,04,04,14,0
사진 너무 예뻐요,2019-04-04T14:31:22.000Z,2019,04,04,14,0
저는 열무비빔국수에게서 눈을 뗄수가없네요😱,2019-02-20T05:12:17.000Z,2019,02,20,05,0
그죠 넘 편하고좋아요~~ㅎㅎ,2019-02-20T05:12:17.000Z,2019,02,20,05,0
👍👍👍😋😋😋😋😋😋👏👏👏👏,2019-02-20T05:12:17.000Z,2019,02,20,05,0
즐거운 하루 되세요,2019-02-20T05:12:17.000Z,2019,02,20,05,0
정말 맛있어 보여요! 👏 함께 소통해요. 제 인스타에도 놀러오세요 ^^ ❤️,2019-05-18T07:23:35.000Z,2019,05,18,07,0
오이도 채썰고 김가루도 뿌려주시는거죠🤚,2019-03-21T12:31:31.000Z,2019,03,21,12,0
👍👍👍,2019-03-21T12:31:31.000Z,2019,03,21,12,0
허니순살 맛있죠ㅎㅎ인스타로 하루70마논 버러용 ˃̵ᴗ˂̵제 피드 구경하러오세용 ❤,2019-03-11T13:29:32.000Z,2019,03,11,13,0
허니순살은 매요네즈 찍어머거야지🍗🍗🍗,2019-03-11T13:29:32.000Z,2019,03,11,13,0
아 저두 김치전 너뮤 먹고싶어요 ㅠㅠ 완전 맛있는데!! ㅎㅎ 피드에 맛있는게 많으시네요 같이 소통하고 지내요 😋❤️,2019-04-07T01:14:21.000Z,2019,04,07,01,1
어머 이 맛있는 걸!,2019-01-15T06:54:34.000Z,2019,01,15,06,0
소통해요 구경오세요 ~^^,2019-01-15T06:54:34.000Z,2019,01,15,06,0
내꼬 먹는 남푠 진짜 화남!! 😡,2019-06-09T12:09:33.000Z,2019,06,09,12,0
맘스터치 넘 좋아요~ 다음에 꼭 드세요~,2019-06-09T12:09:33.000Z,2019,06,09,12,0
연안식당이 더 눈에 들어온답😆,2019-06-09T12:09:33.000Z,2019,06,09,12,0
미치게따요....연안식당에 #밥도둑 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그게....누구??? 그분?🤣🤣🤣 혼자 빵터짐요;;🤣,2019-06-09T12:09:33.000Z,2019,06,09,12,0
아 진짜 그럴때 개짜증 🤣🤣 그래서 전 제껀 김냉에 숨겨둠 ㅋㅋㅋㅋㅋ,2019-06-09T12:09:33.000Z,2019,06,09,12,0
맞팔 해주시면 복이 쏟아집니당 ㅋㅋ,2019-01-02T01:53:58.000Z,2019,01,02,01,1
저도 오늘 한그릇 해야겠어용ㅎㅎ인쓰타로 하루 7O마넌 벌어욤๑•ᴗ•๑@eun____be 놀러오세용 💛,2019-01-02T01:53:58.000Z,2019,01,02,01,1
비비고만두 만두중에 원탑인듯해요ㅎㅎㅎ🤩,2019-01-02T01:53:58.000Z,2019,01,02,01,1
만두는 사랑입니다🥟,2019-02-27T17:43:50.000Z,2019,02,27,17,0
팔로우하고 갑니다🙌,2019-02-27T17:43:50.000Z,2019,02,27,17,0
전 어릴 때부터 만후 덕후였어요. 냉동만두 중에 청정원 딤섬 시리즈 드셔보셨어요? 전 그게 비비고보다 살짝 더 낫던데.. (물론 두 브랜드는 냉동만두계 양대 산맥이지만요 😆😆),2019-02-27T17:43:50.000Z,2019,02,27,17,0
사진이뻐요,2019-02-27T17:43:50.000Z,2019,02,27,17,0
비비고왕교자 동의합니다👍,2019-02-03T13:09:16.000Z,2019,02,03,13,0
매생이 굴떡국~맛있죠👍 역쉬 엄마 마음😔 명절동안 아프지 않게 미리 푹 쉬세용!💕,2019-02-01T05:11:52.000Z,2019,02,01,05,0
여행 마치고 집에 돌아오셨군요🙋‍♀️ 그나저나 이번 설에도 또 맑음어린이집 개장인가요😢,2019-02-01T05:11:52.000Z,2019,02,01,05,0
바다향이 입안 가득😍👍건강해지는 떡국 한그릇😍,2019-02-01T05:11:52.000Z,2019,02,01,05,0
어머니 사랑 가득한 밥상이네요💕,2019-02-01T05:11:52.000Z,2019,02,01,05,0
엄마사랑 떡국 이네요,2019-02-01T05:11:52.000Z,2019,02,01,05,0
It looks like magic,2019-02-01T05:11:52.000Z,2019,02,01,05,0
하!!매생이 너무 좋아요~어제 좀  마셨더니 시원하게 한그릇 하고싶네요😍,2019-02-01T05:11:52.000Z,2019,02,01,05,0
잘보고 선팔합니다 자주 소통해요 ^^ 🤗🤗🤗,2019-02-01T05:11:52.000Z,2019,02,01,05,0
매생이가 빈혈에 좋은가봐요 잘 챙겨드세요,2019-02-01T05:11:52.000Z,2019,02,01,05,0
하악💕  매생이 떡국하나면..진짜 온몸이 뜨끈하니 지대로 보양입니다😍,2019-02-01T05:11:52.000Z,2019,02,01,05,0
😍😃👍👍👍,2019-02-01T05:11:52.000Z,2019,02,01,05,0
어머니표 밥상이라 그런지 매생이 떡국 더 맛나보여요🙄🙄😘,2019-02-01T05:11:52.000Z,2019,02,01,05,0
잘봤어여  피드맘에드는데요,2018-12-28T17:12:23.000Z,2018,12,28,17,0
#야식땡기는밤#다욧은#대체언제#낼은2월#먹스타그램#요섹남#likeforlikes#like4likes#likepic#저녁#인친#소통#힐링#공감#좋아요#1월끝자락#ftf#차슈#차슈덮밥#맞팔선팔환영#기록하기💜,2019-01-31T14:53:05.000Z,2019,01,31,14,0
좋은 사진 많이 구경하고 가요~😄,2019-01-31T14:53:05.000Z,2019,01,31,14,0
열라면좋아👍👍요리왕시켜드려 !!!,2019-01-31T14:53:05.000Z,2019,01,31,14,0
요리잘하는 남자 👍 잘먹을줄아는 여자🤭,2019-01-31T14:53:05.000Z,2019,01,31,14,0
신혼부부 같어😍😍😍😍.. 요리하는 남자.. 멋지다,2019-01-31T14:53:05.000Z,2019,01,31,14,0
맞팔해요 😖,2019-01-31T14:53:05.000Z,2019,01,31,14,0
반가워요~피드 잘보고갑니당~^^,2019-01-31T14:53:05.000Z,2019,01,31,14,0
자주 소통해요😸,2019-01-31T14:53:05.000Z,2019,01,31,14,0
정말 배고프다.......😢😢,2019-03-04T15:00:37.000Z,2019,03,04,15,0
만두너무맛있어보인다........,2019-03-04T15:00:37.000Z,2019,03,04,15,0
자주 놀러올게요(❁ᴗ͈ˬᴗ͈),2019-03-04T15:00:37.000Z,2019,03,04,15,0
집좋다!초대좀해봐 ~ㅎ,2019-03-31T11:16:36.000Z,2019,03,31,11,0
혹시 자정까지 입금도해야하나요? 주문은 했는데ㅠ,2019-03-31T11:16:36.000Z,2019,03,31,11,0
디엠 보내긴 했는데 ㅠㅠ 나중에 보니 수저 놓는 통 부분이 한 줄 휘어 왔더라고요 ㅠㅠㅠㅠ,2019-03-31T11:16:36.000Z,2019,03,31,11,0
👍👍👍,2019-03-31T11:16:36.000Z,2019,03,31,11,0
건조대 사길 정말 잘했어요!! 건조대만 바꿨을 뿐인데도 분위기가 다릅니다요!!!👍😆,2019-03-31T11:16:36.000Z,2019,03,31,11,0
배송 언제 되나요? 기대하고 있어용~😍,2019-03-31T11:16:36.000Z,2019,03,31,11,0
앗 건조대 마감했나요? 오늘 생각나서 들어왓네요ㅜ,2019-03-31T11:16:36.000Z,2019,03,31,11,0
어머 비비고에 요렇게 이쁜만두가 나오나용? 에프에.구으신거죵?,2019-03-02T06:26:49.000Z,2019,03,02,06,0
대애박 낮맥 !! 놀러 가고 싶네 ㅋㅋ,2019-04-27T07:33:50.000Z,2019,04,27,07,0
만두 👍👍👍,2019-04-27T07:33:50.000Z,2019,04,27,07,0
만두랑맥주조합 꿀조합이죵😋👍,2019-04-27T07:33:50.000Z,2019,04,27,07,0
오홍~저도 따라해볼게요~👍,2019-04-27T07:33:50.000Z,2019,04,27,07,0
오랜만에들리네여 ❤️❤️❤️ 잘지내시죵,2019-04-27T07:33:50.000Z,2019,04,27,07,0
첫댓글 남기네여ㅡ 만두 너무 예쁘게 구우셨어영!,2019-04-27T07:33:50.000Z,2019,04,27,07,0
심지어 만두너무잘구움주의 😆😆😆,2019-04-27T07:33:50.000Z,2019,04,27,07,0
만두 저도 넘 좋아해요👍😆게다가 맥주라뇨😍옳은 조합입니다🙌😉행복한 휴일 보내세요💖💖,2019-04-27T07:33:50.000Z,2019,04,27,07,0
진짜 튀김 만두와 맥주은 환상 짝꿍~👍👍,2019-04-27T07:33:50.000Z,2019,04,27,07,0
계속 먹히는 중~^^♡,2019-04-27T07:33:50.000Z,2019,04,27,07,0
😊,2019-02-15T07:21:27.000Z,2019,02,15,07,0
안녕하세요. 매콤&달콤 맛있는 왕이모네떡볶이 입니다. 맛있는 떡볶이가 생각나실 때는 #왕이모네떡볶이 를 찾아주세요^^,2019-02-15T07:21:27.000Z,2019,02,15,07,0
매력이 넘치는 아이네용 ㅎㅎ 하루하루가 즐거우시겠는걸용? ㅋㅋ 잘부탁드리고용 선팔하고가용 ㅎㅎ,2019-05-27T00:26:25.000Z,2019,05,27,00,1
예쁜 신상 구경오세요💛💜😃,2019-05-27T00:26:25.000Z,2019,05,27,00,1
우와~~👍 비비고 덕후 ㅎㅎ 사먹어야지 ㅎㅎ  맛저하세요~😊,2019-01-17T09:30:41.000Z,2019,01,17,09,0
우와~ 너무 예뻐요 정말 하나씩 손으로 빚은거 같네요👍,2019-01-17T09:30:41.000Z,2019,01,17,09,0
만두😭😭아우 엄청 침고입니다😭😭,2019-01-17T09:30:41.000Z,2019,01,17,09,0
😄❤,2019-05-11T15:40:33.000Z,2019,05,11,15,0
이런 날도 있어야지🤗 즐겨~~~~ 👏👏,2019-05-11T15:40:33.000Z,2019,05,11,15,0
그동안 먹고싶은거 많이 참았으니 하루쯤은 즐겨야쥬😆,2019-05-11T15:40:33.000Z,2019,05,11,15,0
언니 근데 사진이 ㅋㅋㅋ 다 짤린기분? 사진이 다 작아요 🤣,2019-05-11T15:40:33.000Z,2019,05,11,15,0
