댓글,시간,년,월,일,시,d
@limsoojin 가자 가자 훈쨩 우리간다🚗,2019-04-19T06:59:09.000Z,2019,04,19,06,0
비비고 팬이네요😁ㅋㅋㅋ,2019-04-19T06:59:09.000Z,2019,04,19,06,0
비비고 맛있지👍,2019-04-19T06:59:09.000Z,2019,04,19,06,0
"당신이 꿈꿀 수 있는 것이라면, 당신이 할 수 있는 것입니다. 꿈을 향한 한걸음 한걸음이 꽃길이 되기를...",2019-05-09T08:45:14.000Z,2019,05,09,08,0
게시물 잘 보고 가용♥,2019-05-09T08:45:14.000Z,2019,05,09,08,0
세남매 키우는 젊줌마예요'◡'✿ 서로 소통하며 지내고 싶어요🤗💚,2019-05-09T08:45:14.000Z,2019,05,09,08,0
좋은사진많이구경하고가요🙂,2019-05-09T08:45:14.000Z,2019,05,09,08,0
잘보고갑니다!소통하며지내요!😃,2019-05-09T08:45:14.000Z,2019,05,09,08,0
반갑습니당~제 피드도 방문해주세요♥,2019-05-09T08:45:14.000Z,2019,05,09,08,0
둘러보다가 예쁜 사진 잘보구가영🥰,2019-05-09T08:45:14.000Z,2019,05,09,08,0
예쁜 보행기화 공구해요! 구경오세요~,2019-05-09T08:45:14.000Z,2019,05,09,08,0
최저가공구중이에요! 아기신발보러오세용^^,2019-05-09T08:45:14.000Z,2019,05,09,08,0
최저가공구중이에요! 아기신발보러오세용^^,2019-05-09T08:45:14.000Z,2019,05,09,08,0
또 올게요^^,2019-05-09T08:45:14.000Z,2019,05,09,08,0
행복한 웃음만의 얼굴에 가득 할 수 있기를 기원할게요~피드 잘 보고 갑니다🤗,2019-05-09T08:45:14.000Z,2019,05,09,08,0
오~! 어떤걸로 찍으셨어요??👏,2018-12-12T04:28:44.000Z,2018,12,12,04,1
오오오 맛나게 먹고 있옹? 군만두 맛있겠당,2018-12-12T04:28:44.000Z,2018,12,12,04,1
야식을 부르는 사진이네요 😂😂😍👍🏻,2018-12-12T04:28:44.000Z,2018,12,12,04,1
꺄아 맛나보여요 💕 만두 넘 좋아하는데 침 넘어가요 ☺️ 맛나게 드세용 ☺️,2019-01-14T13:38:05.000Z,2019,01,14,13,0
앗! 저도 어제 그거봤눈뎅 히힛 ㅋㅋㅋ 저도 보면서 마음으로는 ❣️❣️ 그런데 마음과 몸은 따로인가봐용 ㅋㅋㅋ,2019-01-14T13:38:05.000Z,2019,01,14,13,0
간헐적단식은 마음으로만하는걸로요🙈🙈맛있는게 너무많아요❣️❣️,2019-01-14T13:38:05.000Z,2019,01,14,13,0
맥주 한캔이랑도 잘 어울렸겠요👍🏼👍🏼,2019-01-14T13:38:05.000Z,2019,01,14,13,0
이렇게 만두를 예쁘게 담아 드시다니 ㅋㅋㅋ👍👍,2019-01-14T13:38:05.000Z,2019,01,14,13,0
만두 다섯개밖에 안 먹나 ㅋㅋㅋ난 저거 먹고는 간에 기별도 안올듯 ㅋㅋㅋ,2019-01-14T13:38:05.000Z,2019,01,14,13,0
2년된신혼입니당~😊소통하고싶어성용ㅎㅎ맞팔괜찮을까용😂😍😍,2019-01-14T13:38:05.000Z,2019,01,14,13,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ혼맥좋지끊을수없음,2019-06-11T14:36:08.000Z,2019,06,11,14,0
행복한 피드 잘 보고갑니다😘 💗💋 제 인스타도 들러주세요! 😄 💚💙,2019-06-11T14:36:08.000Z,2019,06,11,14,0
저도 오늘밤은 만두에 혼맥한잔해야겟어요!😮소통하고 지내고싶어요☺️ 제인스타도 한번 놀러와주세요옹 ꈍꈊꈍ❤️,2019-06-11T14:36:08.000Z,2019,06,11,14,0
저도 비비고 광팬인데~~ 맛있죠?ㅎㅎ😍😍,2019-01-12T04:18:15.000Z,2019,01,12,04,1
#야식 #술스타그램 #맥주 #소맥 #불금 #안주 #스트레스 #일상 #데일리 #럽스타그램 #펑예정 #야근 #회사원 #럽스타그램 #애정 #부부스타그램 #살찌는소리 #좋아요 #like4likes #instagood #불닭볶음면 #또봉이통닭 #비비고왕교자 #생라면,2019-03-08T23:04:43.000Z,2019,03,08,23,1
빨강빨강하고만.😆,2019-03-08T23:04:43.000Z,2019,03,08,23,1
분위기 갑이네용! 소통하고싶어요~!,2019-03-08T23:04:43.000Z,2019,03,08,23,1
빨강빨강하고만.😆,2019-03-08T23:04:43.000Z,2019,03,08,23,1
혹시 왼쪽 똥집???? 완전 맛나보여요😭,2019-03-08T23:04:43.000Z,2019,03,08,23,1
시블리네도 놀러 오세요😊,2019-03-08T23:04:43.000Z,2019,03,08,23,1
대단해요짱😆,2019-03-08T23:04:43.000Z,2019,03,08,23,1
👍👍,2019-03-08T23:04:43.000Z,2019,03,08,23,1
어이구 세시ㅎㅎ 이젠체력이 딸려용 전ㅠㅠ,2019-03-08T23:04:43.000Z,2019,03,08,23,1
우와..,2019-03-08T23:04:43.000Z,2019,03,08,23,1
우리 소통해요 ^^,2019-02-28T08:54:00.000Z,2019,02,28,08,0
또 놀러올게요~,2019-02-28T08:54:00.000Z,2019,02,28,08,0
#요리 #쿡스타그램 #새댁 #안주 #좋아요반사,2019-02-06T11:23:54.000Z,2019,02,06,11,0
반사용,2019-02-06T11:23:54.000Z,2019,02,06,11,0
급 만두땡기네요 ㅎㅎ,2019-02-06T11:23:54.000Z,2019,02,06,11,0
효지나 살찌것다ㅋㅋ깁스퍼뜩풀고 운동와~~~,2019-04-18T11:24:55.000Z,2019,04,18,11,0
이쁜사진 잘보고가여 👍,2019-01-27T11:02:05.000Z,2019,01,27,11,0
안녕세용 ~♡👯‍ 또 놀러올게요♡,2019-01-27T11:02:05.000Z,2019,01,27,11,0
좋은하루되세요~,2019-01-27T11:02:05.000Z,2019,01,27,11,0
감탄사가 절로 나옵니당~~^^,2019-01-27T11:02:05.000Z,2019,01,27,11,0
소통해요~:D💫,2019-01-27T11:02:05.000Z,2019,01,27,11,0
사진 너무너무 좋아요:D 혹시 돌한복 가족한복 생각 있으시면 놀러오세요🙆 ♀💕,2019-01-27T11:02:05.000Z,2019,01,27,11,0
"올반 만두 짱맛이쥬~~^^ 짬뽕군만두,명란군만두 맥주안주로 최고던데요😜😜 저도 한번먹어보구 비비고에서 갈아탔어용 ㅎㅎ 피드잘봤어용 ~~ 전 직장맘이예용 일상 소통해도될까요?",2019-01-27T11:02:05.000Z,2019,01,27,11,0
사진~매력있어요!! 잘 보고가용😄,2019-01-27T11:02:05.000Z,2019,01,27,11,0
에어프라이어는 정말 만능이죠👍 넘 맛잇겟어요 😍,2019-05-03T09:31:49.000Z,2019,05,03,09,0
ㅋㅋㅋㅋㅋㅋㅋㄱ용량에 왜 이렇게 집착하니ㅋㅋㅋㅋㅋㅋ,2019-05-03T09:31:49.000Z,2019,05,03,09,0
신혼 깨쏱아지네~~~,2019-04-11T15:58:15.000Z,2019,04,11,15,0
주현아너의사랑이여기까지느껴지는구낰ㅋㅋ🙌🙌🙌🙌🙌,2019-04-11T15:58:15.000Z,2019,04,11,15,0
운동한담에 움직이기도힘든데 대단하다언니 굿굿😋😋😆,2017-09-04T14:15:20.000Z,2017,09,04,14,0
@rora___a 먹겠다는 의지로..ㅎㅎㅎ💦 에어프라이어는 넣어놓고 시간만 맞춰놓으면 되서 아주 간단해 👍🏻,2017-09-04T14:15:20.000Z,2017,09,04,14,0
에어 프라이어 사야하나요 💗 미니멀 라이프 책만 읽으면 뭐하나요😭 세상에 필요한게 이렇게나 많은걸요 😔,2017-09-04T14:15:20.000Z,2017,09,04,14,0
"@_yeonah_ ㅎㅎㅎ맞아요 필요한게 왜 이리 많나요..😭 에어프라이어 강력추천이에요! 가스앞에서 요리 안해도 되고, 기름사용 안해도 되거나 최소한의 기름만으로도 되니까요~유용한 요리법들이 많아서 해보고싶은게 많네요 💕",2017-09-04T14:15:20.000Z,2017,09,04,14,0
박수우우우유유😭😭😭👏👏👏👏,2019-05-27T09:48:17.000Z,2019,05,27,09,0
국수 좀 주세요 😭,2019-05-27T09:48:17.000Z,2019,05,27,09,0
저도 국수한그릇 주세요,2019-05-27T09:48:17.000Z,2019,05,27,09,0
❤️,2019-05-27T09:48:17.000Z,2019,05,27,09,0
사진보자마자 집에상추도 있고 요거하러 달려가는중요 ~~급땡김요,2019-05-27T09:48:17.000Z,2019,05,27,09,0
열무김치가 열일했네요~ 간단밥상 넘 좋아요~~~👍😋,2019-05-27T09:48:17.000Z,2019,05,27,09,0
침샘자극돼요ㅋㅋ한입간절함ㅋㅋ,2019-05-27T09:48:17.000Z,2019,05,27,09,0
"그날,간식 에서 소중한 우리 아이들을 위해 바른 먹거리 준비했어요 :)❤ 강아지 수제간식&자연식 보러오세요~",2019-06-20T09:58:31.000Z,2019,06,20,09,0
비비고 만두 맛있죠😆👍🏻,2019-06-20T09:58:31.000Z,2019,06,20,09,0
저두지금 아점 머먹을까 고민햇는데 비비고로 할랍니다^^,2019-06-20T09:58:31.000Z,2019,06,20,09,0
"이밤에 만두보니 만두가 정말 끌리네요,,,허업 @-@ 저는 출산을 앞두고있는 신혼 예비맘이에용 ❤️ 일상 소통하고지내용~",2019-06-20T09:58:31.000Z,2019,06,20,09,0
만두 갯수가 너무 적은 거 아닌가요?,2019-06-20T09:58:31.000Z,2019,06,20,09,0
캬 ㅋㅋㅋㅋㅋ홈쇼핑주문 만두라니!ㅋㅋㅋ,2018-12-12T08:20:53.000Z,2018,12,12,08,0
요거 꿀맛,2018-12-12T08:20:53.000Z,2018,12,12,08,0
연어는 사랑 맞습니다..👍,2019-05-25T13:27:20.000Z,2019,05,25,13,0
만두뭐옄ㅋㅋ,2019-02-23T04:58:54.000Z,2019,02,23,04,1
ㅋㅋㅋㅋ 만두님 귀욤쓰,2019-02-23T04:58:54.000Z,2019,02,23,04,1
꽃게를 튀긴건가?,2019-02-23T04:58:54.000Z,2019,02,23,04,1
해장은 역시 👍,2019-02-23T04:58:54.000Z,2019,02,23,04,1
맛있겠다 주연아~~마이묵어~~,2019-05-18T23:14:50.000Z,2019,05,18,23,1
내일먹자아😍,2018-12-31T14:57:04.000Z,2018,12,31,14,0
언니랑 올한해는 좋은일들만 가득하길~~~^^새해복많이받아,2018-12-31T14:57:04.000Z,2018,12,31,14,0
역시 혜란언니는 대박이야 ㅎㅎㅎ 우리 꿀복이네 happy new year ! 🐷🐷♥️,2018-12-31T14:57:04.000Z,2018,12,31,14,0
3주라니🤣🤣 아니 근데 담주에 한국오세요?!!!ㅋㅋㅋㅋㅋ,2019-03-26T12:33:39.000Z,2019,03,26,12,0
우리집에  비비고 쌓였는데 내가 가지고 가는게 더 빨랐겠음 ㅋㅋ,2019-03-26T12:33:39.000Z,2019,03,26,12,0
😄,2019-03-26T12:33:39.000Z,2019,03,26,12,0
😮,2019-04-21T09:21:00.000Z,2019,04,21,09,0
피드 잘보고 가구요 선팔하고 갑니다:),2019-04-21T09:21:00.000Z,2019,04,21,09,0
이번 한 주도 고생 많으셨어요~ 저는 책 보며 드라마 보며 마무리 하고 있네요~>_< 일요일 마무리 잘 하시구~! 친하게 지냈으면 해요~^^,2019-04-21T09:21:00.000Z,2019,04,21,09,0
와 😲 저 맨날 빨간거랑 짜장이랑 둘다 땡기는데 하나씩 끓여서 반반라면 완전 괜찮은 아이디언데요 ❤️,2019-05-07T12:43:23.000Z,2019,05,07,12,0
이런 맛있는.반반이 다있나요😍 저도 요런 반반 따라 먹어야겠어요. .쵝오네요👍👍👍,2019-05-07T12:43:23.000Z,2019,05,07,12,0
반반라면 너무 좋아요 ~👍,2019-05-07T12:43:23.000Z,2019,05,07,12,0
우와~뭔가했더니 반반라면이네요~😁요고 따로 또같잉 섞어서 먹어도 넘 맛있겠네요❤,2019-05-07T12:43:23.000Z,2019,05,07,12,0
이건 집밥이 아니여👍👍👍,2019-05-07T12:43:23.000Z,2019,05,07,12,0
앗 ㅋㅋ 저는 오늘 볶음밥하고 불닭볶음면이랑 짜파게티 섞어서 먹었는데 ㅋㅋㅋㅋㅋㅋ🤣진짜쫄면 맛있죵?! 오이랑 깻잎 파프리카 넣으면 더 맛있더라구용! 전 가끔 골뱅이도 넣어요🤣,2019-05-07T12:43:23.000Z,2019,05,07,12,0
반반라면💓 반반카레는 봤는데 라면은 새롭네용❤️ 색이 넘 이뽀욧😍,2019-05-07T12:43:23.000Z,2019,05,07,12,0
와ㅋㅋ요거 완전 좋은 아이디어예요👍🏻👍🏻 항상고민되는데ㅋㅋㅋ,2019-05-07T12:43:23.000Z,2019,05,07,12,0
어찌 요리 정갈하게 플레이팅 했을까요 보기만해도 기분 좋아져요😍🤗🤗,2019-05-07T12:43:23.000Z,2019,05,07,12,0
😊💛,2019-05-07T12:43:23.000Z,2019,05,07,12,0
반반라면~ 역시 센스 짱이십니다용 😄,2019-05-07T12:43:23.000Z,2019,05,07,12,0
반반라면 딱 제스타일이지요 😍😍😍 전 이것저것 먹는게 좋거든요😂😂😂😂,2019-05-07T12:43:23.000Z,2019,05,07,12,0
Plz follow my channel!; check my profile on insta,2019-03-28T11:02:43.000Z,2019,03,28,11,0
인스타그램의 제 트위치 채널 팔로팔로 ㄱㄱ,2019-03-28T11:02:43.000Z,2019,03,28,11,0
#먹방 #먹스타그램 #불닭볶음면 #치즈불닭볶음면 #비비고왕교자 #야식스타그램 #트위치 #썽키스트 #linkinbio #twitch #streaming,2019-03-28T11:02:43.000Z,2019,03,28,11,0
팔로워 벌써 3천명 돌파했다는데 사실인가요?,2019-03-28T11:02:43.000Z,2019,03,28,11,0
맛있어보여요😊👍,2019-03-25T12:31:08.000Z,2019,03,25,12,0
오늘은 분명 좋은 일이 생길 거예요:D,2019-03-25T12:31:08.000Z,2019,03,25,12,0
안녕하세요 ~! 서로 소통하며 지내요‼,2019-05-12T14:04:53.000Z,2019,05,12,14,0
오늘하루도 화이팅팅 하는 하루 되세용!!|▰╹o╹▰| 저는 항상 화이팅팅 입니다~ㅋㅋ,2019-05-12T14:04:53.000Z,2019,05,12,14,0
🔥 🔥 🔥,2019-05-12T14:04:53.000Z,2019,05,12,14,0
참좋은엄마신거같아요^^ 저도 노력해야겠네요~~,2019-05-12T14:04:53.000Z,2019,05,12,14,0
우리 소통해요,2019-04-30T05:44:48.000Z,2019,04,30,05,0
#울산#삼산#불금 #데이트#심술#초밥#치즈떡볶이#닭똥집 #비비고왕교자#먹스타그램 #daily#selfie#selca#럽스타그램#스키스니❣,2019-06-14T17:19:31.000Z,2019,06,14,17,0
맛집이네요형님👍,2019-06-14T17:19:31.000Z,2019,06,14,17,0
요기가 울산 맛집으로 유명한 곳???🤗,2019-06-14T17:19:31.000Z,2019,06,14,17,0
#먹스타그램 #맛스타그램 #신혼스타그램 #신혼 #집밥 #집밥스타그램 #요리 #요리스타그램 #럽스타그램 #분식 #밥상,2019-01-09T23:28:23.000Z,2019,01,09,23,1
제 인스타에도 놀러 오세요,2019-01-09T23:28:23.000Z,2019,01,09,23,1
들렀다 갈게요 :) 행복한 하루되세요♥,2019-01-09T23:28:23.000Z,2019,01,09,23,1
잘보고 갑니다~,2019-01-09T23:28:23.000Z,2019,01,09,23,1
"비비고 만두는 쪄먹어두 맛있고, 구워먹어도 맛있더라구요^^ 👍🏻",2018-12-28T09:55:31.000Z,2018,12,28,09,0
안녕하세요 ^_^ 👴  오늘 하루도 즐거운 하루되세요~♡,2018-12-15T10:02:00.000Z,2018,12,15,10,0
살찌는소리=맛있는소리,2018-12-15T10:02:00.000Z,2018,12,15,10,0
"🐹댓글 알바 모집합니다! 하루 200개 7만원, 일주일 50만원!🐹소소하게 용돈 벌고싶은분은 얼른 오세요!! 열심히안해주실분들은 노놉 !카톡: Welcome345🏅검증된 메이저 안전 놀이터가입코드 : 카톡으로 문의 주세요24시 카톡문의 : Welcome345문의 주시면 빠르게 가족방 및 안전한 사이트 안내 도와드리겠습니다 :)실시간 확인 주소 : 징탐.c o m✔️ 국내 최대 스포츠배당 (단폴&크로스)✔️ 실시간 (마틴,루틴 제재없음)✔️ ""시스템배팅""이 가능한 놀이터✔️ 벳365 사이트 (스포츠 최대 업데이트)✔️ 최대 당첨 금액 상한 (업계 최대)✔️ 미니게임/라이브게임 (20가지이상)✔️ 가족방 운영중 누구나 입장가능✔️ 1:1 개인프젝 환영✔️ 스포츠 및 개인 프로젝트 업계 탑입니다, 수익 원하시는 분들 문의 주세요✔️ 첫 가입충전 10% 매충전시 5% 지급✔️ 지인추천이벤트 (지인 배팅 롤링금적립)✔️ 미니게임 제재없음 (모든배팅 자유롭게 가능)✔️ 사다리/다리다리/달팽이/파워볼/파워사다리/키노사다리/이다리/삼다리/오다리/로투스바카라/로얄홀짝/로얄바카라/가상축구✔️ 모든 스포츠경기 실시간 업데이트✔️ 스포츠 최대배팅(1500만원) 미니게임 최대배팅(500만원) 5레벨기준✔️ 스포츠 단폴 허용",2019-04-15T11:04:11.000Z,2019,04,15,11,0
찜기 정보알수있을까요?,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@joojoo.berry 너네집에서 ㄱ,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@tiarahermawati @ar.dell  kesukaan yuu pada😏😍,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@risma6410,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@kim7a_  아다찌?,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@ag_j_e 먹을사람,2019-04-15T11:04:11.000Z,2019,04,15,11,0
😍,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@nittiyaorissa 🌚🌚🌚,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@hyeon._.lee 너가 좋아하는 만듀~~,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@sem_yamm,2019-04-15T11:04:11.000Z,2019,04,15,11,0
@luna_the_sable_corgi 好多餃子都穿了😮,2019-04-15T11:04:11.000Z,2019,04,15,11,0
ㅋㅋㅋㅋㅋㅋ쟁반 이쁜거잇으면 하나 사서 거기에 놓고 따라봐 ㅋㅋㅋㅋㅋ,2019-03-03T07:56:04.000Z,2019,03,03,07,0
나무쟁반 올리면 갠춘하겟3ㅏ,2019-03-03T07:56:04.000Z,2019,03,03,07,0
귀엽뚜 ❤️ 맛있게따,2019-03-03T07:56:04.000Z,2019,03,03,07,0
👍👍👍👍,2019-05-20T11:34:39.000Z,2019,05,20,11,0
"홍보글아니에용ㅠㅠ소통하구지내요ㅎㅎ,반가워용~소통하구지내요~~~",2019-05-20T11:34:39.000Z,2019,05,20,11,0
비비고왕교자 진짜 넘나리 맛있죠 ㅎㅎㅎ,2019-05-20T11:34:39.000Z,2019,05,20,11,0
비비고왕교자는 사랑이죠❤️❤️,2019-05-20T11:34:39.000Z,2019,05,20,11,0
왕교자는 배신하지않죠ㅋㅋ👍,2019-05-20T11:34:39.000Z,2019,05,20,11,0
크~ 비비고 만두 짱 맛나용,2019-01-17T03:32:43.000Z,2019,01,17,03,1
우리 소통해요,2019-05-06T07:15:50.000Z,2019,05,06,07,0
실례가 안된다면 김말이 하나만 주십쇼,2019-05-06T07:15:50.000Z,2019,05,06,07,0
대단허다 ㅋㅋㅋ,2019-05-06T07:15:50.000Z,2019,05,06,07,0
맥주에 대한 예의를 차린 안주네용~,2019-05-06T07:15:50.000Z,2019,05,06,07,0
#치킨텐더 #비비고왕교자 #동그랑땡 #김치전,2019-05-31T10:29:47.000Z,2019,05,31,10,0
헉..김치전짱맛잇겟다👍사장님솜씨좋네유🤭,2019-05-31T10:29:47.000Z,2019,05,31,10,0
😢,2019-04-02T14:34:02.000Z,2019,04,02,14,0
대코가 항상 가지런해 여기서 성격이보여👍🏻,2019-04-02T14:34:02.000Z,2019,04,02,14,0
정리정돈잘하는 녕2,2019-04-02T14:34:02.000Z,2019,04,02,14,0
만두는 비비고지 ..👍,2019-04-02T14:34:02.000Z,2019,04,02,14,0
보시찌푼 내 영2❤️❤️❤️❤️❤️,2019-04-02T14:34:02.000Z,2019,04,02,14,0
이런사진은.......🤦🏻‍♂️,2019-04-02T14:34:02.000Z,2019,04,02,14,0
비비고 한섬?ㅋ,2019-04-02T14:34:02.000Z,2019,04,02,14,0
#대전#일상#월평동#데일리#selfie#육아소통#맞팔#팔로우#좋아요#애스타#가족스타그램#5살아들#내사랑#❣#세젤귀#happy#워킹맘,2019-01-01T05:39:08.000Z,2019,01,01,05,0
새복많이 받으세요!!!^^,2019-01-01T05:39:08.000Z,2019,01,01,05,0
사진 잘 보고가요~~~!!! 😄🙊,2019-01-01T05:39:08.000Z,2019,01,01,05,0
맞팔해요~~~,2018-12-29T23:16:15.000Z,2018,12,29,23,1
@jm_hong89 만두는 왕교자 ^^,2019-05-14T01:44:17.000Z,2019,05,14,01,1
안녕하세요~~집게 어떤제품일까요?문의드립니당~~,2019-05-14T01:44:17.000Z,2019,05,14,01,1
😍😍🙏🙏,2019-05-14T01:44:17.000Z,2019,05,14,01,1
저도 비비고가 젤 맛나요 😋 진짜 찜기에 찌고 구우니 쫄깃하고 맛은 있더라고욤 😍,2019-05-14T01:44:17.000Z,2019,05,14,01,1
후라이팬에 기름이랑 물 같이 넣고 뚜껑 닫고 구우면 맛있어요!!😊😊백종원아저씨가 알려주신 방법이에요,2019-05-14T01:44:17.000Z,2019,05,14,01,1
맛있는사진 잘봤어요,2019-05-14T01:44:17.000Z,2019,05,14,01,1
@mharrazsamle,2019-05-14T01:44:17.000Z,2019,05,14,01,1
@nurfajar_rahayu ini yg waktu itu dimujigae kan?,2019-05-14T01:44:17.000Z,2019,05,14,01,1
Love it 🙌🏽💖🙌🏽,2019-06-04T14:39:22.000Z,2019,06,04,14,0
안녕하세요 ! 짱구아빠중고차 최정진 입니다. 페이지내에 고객님들과 함께한 소중한 후기들이 있습니다. 중고차 시세나 궁금한점 있으시면 언제든지 문의주세요 ! 감사합니다.,2019-06-04T14:39:22.000Z,2019,06,04,14,0
사진 잘보고 가요~,2019-06-04T14:39:22.000Z,2019,06,04,14,0
좋아요 :) 자주 놀러올께요~,2019-06-04T14:39:22.000Z,2019,06,04,14,0
그뤠잇!:D,2019-06-04T14:39:22.000Z,2019,06,04,14,0
와 이건 위험하다 와.........,2019-01-29T13:39:04.000Z,2019,01,29,13,0
사진잘봤어요~🙇,2019-01-29T13:39:04.000Z,2019,01,29,13,0
와~ 사진 잘보구 가여~ 소통하고싶은데 맞팔될까여??? 🙏😺,2019-01-29T13:39:04.000Z,2019,01,29,13,0
다욧 안하니??????ㅡㅡ,2019-01-29T13:39:04.000Z,2019,01,29,13,0
요리끊으신거 아니에요?콩물드신다 했잖아여 ㅋㅋㅋ역시 주부 ㅋㅋ,2019-01-29T13:39:04.000Z,2019,01,29,13,0
와우!!!👍,2019-01-29T13:39:04.000Z,2019,01,29,13,0
플스가 집에 있구려.맞다 지금 중랑 장미축제기간이군.,2019-05-18T13:56:58.000Z,2019,05,18,13,0
만두 넘 맛나보여용!🙆‍♀️인스타로 매일 70마넌❤제 피드로 놀러오세용^-^,2019-04-27T07:30:11.000Z,2019,04,27,07,0
오늘 하루도 화이팅♥ 행복한 일만 가득한 하루 되시길 바랄게요~!,2019-04-27T07:30:11.000Z,2019,04,27,07,0
👍👍,2018-12-13T15:43:31.000Z,2018,12,13,15,0
👍 👍 👍엄지척~^^❤,2018-12-13T15:43:31.000Z,2018,12,13,15,0
와우🌟,2018-12-13T15:43:31.000Z,2018,12,13,15,0
으악 넘 맛있겠어요 😋,2018-12-13T15:43:31.000Z,2018,12,13,15,0
"알러지,변질,변색에 강한 골드필드,실버 주얼리 전문샵입니다.^^ 구경한번 하고가세요^^😸",2018-12-13T15:43:31.000Z,2018,12,13,15,0
사진 잘보고가용🙇,2018-12-13T15:43:31.000Z,2018,12,13,15,0
잘보고 갑니다^^,2018-12-13T15:43:31.000Z,2018,12,13,15,0
